评论内容,性别,点赞数量,回复时间,tags,emotions
"十年了 今天才知道h1n1是来自美国的病毒啊 ,涨知识了",男,8,2020-03-25 06:20:56,0,悲伤/痛苦
狗嘴里吐不出象牙，总不能指望川普真的说出来川普吧？（那不是暴露了吗）[热词系列_知识增加],男,8,2020-03-24 22:38:18,0,厌恶/讨厌
中国加油！,男,7,2020-03-31 01:56:13,0,愉快/幸福
奇葩说的某些人真的恶心,保密,7,2020-03-25 10:39:53,0,悲伤/痛苦
川普:没有人比我更懂推卸责任[doge],男,7,2020-03-25 07:08:43,0,厌恶/讨厌
美国：没人比我更懂推卸责任[偷笑][偷笑][偷笑][doge],女,7,2020-03-24 22:27:11,0,恐惧/害怕
半句不离中国,女,7,2020-03-24 21:42:46,0,厌恶/讨厌
。。。。。。[捂脸],男,6,2020-04-03 02:34:31,0,平静/冷静
两个月的时间美国政府迟迟不做疫情防疫！而且美媒体发疯似的抹黑他国美国政府在怕什么？是想掩盖什么？美国政府的不作为就是对美国民众的谋杀无耻至极[吃瓜]！帐要慢慢算等美国政府控制好疫情，再来说说新冠病毒源发滴在哪？为什么很多迹象表明新冠病毒在美国发病要早于湖北武汉呢？[吃瓜][滑稽],男,6,2020-03-28 22:23:11,0,愤怒/生气
这州长弟弟已经中招，在自己家地下室隔离了,男,5,2020-04-02 21:53:04,0,厌恶/讨厌
大型MAGA聚会[滑稽],保密,1,2021-09-14 20:56:21,0,悲伤/痛苦
泪目！！！[大哭],男,1,2021-09-14 12:52:09,0,愤怒/生气
走群众路线，基因习惯,保密,1,2021-09-14 12:32:42,0,厌恶/讨厌
我能一拳把拜登打倒,男,1,2021-09-14 11:13:42,0,恐惧/害怕
不做秀，不炒作，接地气，不愧是建国同志啊！,女,1,2021-09-14 05:25:16,0,厌恶/讨厌
世界顶流[OK],保密,1,2021-09-13 23:38:10,1,平静/冷静
讲话还是那么简单易懂[吃瓜],保密,1,2021-09-13 22:09:40,1,平静/冷静
川普2024會贏的,男,1,2021-09-13 19:04:36,0,平静/冷静
得道者多助，失道者寡助[doge],保密,0,2021-12-16 19:26:07,0,悲伤/痛苦
失去了才会懂得珍惜,保密,0,2021-12-10 03:19:44,0,羞耻
期待两年后再次混乱的美国,保密,0,2021-11-26 18:10:35,0,平静/冷静
他将如闪电般归来！,保密,0,2021-10-10 20:12:11,0,愤怒/生气
一副退休老干部的样子 哈哈哈,男,0,2021-10-05 21:23:44,0,平静/冷静
与民同乐,保密,0,2021-10-02 21:36:37,1,羞耻
为啥年龄这么大了还这么有精气神,女,0,2021-10-02 03:48:38,0,平静/冷静
他太会了,男,0,2021-09-30 12:10:46,0,恐惧/害怕
我爱川宝[doge]我也想投他一票,男,0,2021-09-28 23:39:43,0,惊讶/震惊
川普各行都会，wwe 演电影，商业,男,0,2021-09-28 15:17:28,1,悲伤/痛苦
也没欺负老同志…他俩差四岁[捂眼],女,0,2021-09-28 13:30:07,0,厌恶/讨厌
川宝上擂台能把拜登打到窜稀,男,0,2021-09-27 16:09:53,0,平静/冷静
我感觉就像大总裁知道公司有个创新研究部门，不赚钱要用钱养，所以每次这个部门报告不是赚钱的创新发明就是这种态度了哈哈哈哈哈哈哈哈哈,女,9,2017-04-29 00:20:57,0,愤怒/生气
特朗普很实在，搞太空能得到啥。,男,8,2018-04-03 13:37:07,1,平静/冷静
最敢说的美国总统,保密,8,2017-12-01 14:23:14,0,愤怒/生气
川普太逗了,男,8,2017-11-08 16:51:54,0,平静/冷静
特普朗一不小心说出了奥巴马的qq号..,男,7,2017-05-01 11:39:19,0,厌恶/讨厌
川普还是更喜欢当脱口秀主持人啊，这反应贼快，脱口而出，哈哈哈哈,保密,7,2017-04-28 06:36:28,0,愉快/幸福
红警开场,男,7,2018-11-08 07:10:09,0,平静/冷静
川普早期作品：av13942236,男,6,2018-02-03 06:25:55,0,恐惧/害怕
太空啪啪啪是啥感觉,保密,6,2017-06-07 19:05:11,0,愉快/幸福
"我发现了，基本上跟政治有关的视频，就会有圣母和公知。

整天balabala什么包容博爱素质文明政治正确，和苍蝇一样烦人。
说道理又说不出来，只会喊口号和骂人，搞的每个视频都乌烟瘴气的。",保密,6,2017-04-30 08:30:03,0,厌恶/讨厌
仿佛听到了伊万卡的笑声2333,女,6,2017-04-29 20:31:01,0,厌恶/讨厌
伊万卡都笑出声了（￣▽￣）,男,6,2017-04-27 23:14:04,0,平静/冷静
宇航员：“领导啊！我也不想啊！要不您给俺们做一回大自然的搬运工？”,男,6,2017-04-26 00:55:41,0,愤怒/生气
我岳父和我老婆上电视了，我却在电视机旁边,男,6,2017-04-25 18:08:20,0,愤怒/生气
好在是你喝，而不是我喝(=・ω・=),男,5,2017-11-18 00:29:43,0,厌恶/讨厌
哈哈哈哈哈哈哈 还好是你喝不是我喝,保密,5,2017-11-07 14:12:57,0,愤怒/生气
文化不一样没什么好喷的。就像你在cx说一句胖金的不好 你就有可能被炮决,男,5,2017-05-07 13:08:02,0,厌恶/讨厌
伊凡卡和库什纳有机会成为克林顿夫妇那样的政坛伉俪。,保密,5,2017-05-01 18:28:35,1,平静/冷静
不应该是:为什么不接一点回来给我喝么？,保密,5,2017-04-30 13:25:42,0,愤怒/生气
右边的小姐姐好喜欢哦，笑的好甜（￣▽￣）,男,5,2017-04-30 09:16:59,1,愉快/幸福
川建国太难了,女,1,2019-12-15 13:11:27,0,厌恶/讨厌
川普这是想把全世界人民都笑死然后称霸世界吗？[喜极而泣],男,1,2019-12-15 11:49:20,0,愤怒/生气
该来的总会来的[doge],保密,1,2019-12-15 10:25:42,1,愉快/幸福
胸前的红领巾愈发鲜艳,男,1,2019-12-15 10:12:43,0,愉快/幸福
第一？[响指],男,1,2019-12-15 10:09:11,0,厌恶/讨厌
[大笑][大笑],男,1,2019-12-15 10:00:00,0,羞耻
严肃点,男,0,2021-07-17 16:06:45,0,平静/冷静
特朗普：女王致辞我致睡,保密,0,2020-04-11 01:54:05,0,平静/冷静
？？？？？？？？？？？？？？？？？？？？？？？？？,男,0,2020-03-05 15:55:38,0,愤怒/生气
真可爱啊[妙啊],保密,0,2020-02-11 22:18:32,1,愉快/幸福
丘吉尔笑死,男,0,2020-02-04 22:19:42,0,惊讶/震惊
“吸睛”？我们英语老师用了这个词，然后,保密,0,2020-01-23 14:19:16,0,厌恶/讨厌
CNN那个太真实了,保密,0,2020-01-23 00:35:19,0,厌恶/讨厌
我觉得他好开心,保密,0,2020-01-22 16:42:13,1,愉快/幸福
用99咳嗽止咳糖浆,男,0,2020-01-20 16:01:15,0,厌恶/讨厌
我的表情Õ_Õ,女,0,2020-01-19 21:48:20,0,恐惧/害怕
可可爱爱唐纳德[画风突变],保密,0,2020-01-19 21:19:53,1,羞耻
公知：国外的领导人就是真实,女,0,2020-01-18 10:57:48,0,平静/冷静
当 代 幽 默 大 师,保密,0,2020-01-17 13:40:33,0,平静/冷静
最后一段意思是不是，没那么大的头就不要戴那么大的帽子。,保密,0,2020-01-16 15:01:18,0,厌恶/讨厌
一曲忠诚的赞歌(･∀･),保密,4,2017-04-19 07:27:24,0,愉快/幸福
看看人观察者网的标题～,保密,4,2017-04-18 16:27:18,0,平静/冷静
川普：我塔吗有一颗红心，看见米国国旗不想致敬,保密,4,2017-04-18 15:57:16,0,恐惧/害怕
你这次好像比观察者网快了点,男,4,2017-04-18 12:33:40,1,愉快/幸福
我心依旧中国心。。(▔□▔)/,男,4,2017-04-18 11:37:33,0,悲伤/痛苦
干啥嘞，正听的入神憋烦我！,保密,4,2017-04-18 11:09:07,0,愤怒/生气
这才是我认识的特朗普，不做作，有趣。,保密,4,2017-04-18 11:06:12,0,悲伤/痛苦
没看见他领带是红色的吗，那是暗指自己带着鲜艳的红领巾(=・ω・=),男,3,2017-04-26 02:15:35,0,悲伤/痛苦
女儿个大头鬼明明是梅拉妮亚好么！,保密,3,2017-04-20 09:11:46,0,愉快/幸福
那不是大公主伊万卡。。。,男,3,2017-04-19 09:54:27,0,羞耻
川普：心好疼_(:з」∠)_,保密,3,2017-04-19 09:08:17,0,厌恶/讨厌
你们懂什么啊，这叫川普的彩蛋→_→,保密,3,2017-04-18 19:57:09,0,愉快/幸福
我。。。，差点暴露了,男,3,2017-04-18 13:46:36,0,悲伤/痛苦
终于比暗中观察那个快了。,男,3,2017-04-18 13:28:08,0,平静/冷静
终于赢一次了,保密,3,2017-04-18 12:46:00,0,羞耻
废话，川普作为党的一员，奥巴马的继承者怎么可能向美帝国旗敬礼，要也是五星…,保密,3,2017-04-18 11:25:27,1,悲伤/痛苦
川普：让我唱星光灿烂的旗帜！抱歉可我觉得那旗帜不好看！（￣へ￣）,男,3,2017-04-18 11:23:37,0,愤怒/生气
咸猪手（￣▽￣）,保密,3,2017-04-18 11:08:17,1,平静/冷静
怕不是在神游太虚呢 你们这帮凡夫俗子←_←,保密,3,2017-04-18 11:01:54,0,厌恶/讨厌
特朗普：我是天国的父，为何需要对凡人的国旗敬礼？众臣子无不点头同意，特别是安倍晋三，这个老家伙竟然勾引唐总……,保密,2,2017-04-20 00:11:48,0,希望/期待
医院没口罩和我特朗普有什么关系[热词系列_不愧是你],保密,0,2020-04-29 20:06:53,0,悲伤/痛苦
建国做了能做到的一切！远超组织期待！[doge],保密,0,2020-04-28 16:40:22,0,悲伤/痛苦
像极了末世电影。危机来临却还在真吵,保密,0,2020-04-27 20:42:16,0,愤怒/生气
特朗普:我最后一个追责的对象是投票给我的美国选民，是你们在四年前投我的一票导致现在死了这么多人，你们必须承担这次疫情的责任[doge]全世界都是错的，只有我才是正确的。,保密,0,2020-04-27 18:10:37,0,愤怒/生气
放心吧，我们不会帮你们背锅的[笑],保密,0,2020-04-27 13:52:02,0,平静/冷静
那人命做赌注不得了不得了[doge],男,0,2020-04-26 23:46:47,0,愉快/幸福
"[蛆音娘_卖萌]没人
[蛆音娘_摇头]比我
[蛆音娘_大笑]更懂
[蛆音娘_OK]特朗普
为了赚钱努力当上美国总统，泪目。
BV1G7411K7Ft",男,0,2020-04-26 23:15:42,0,愤怒/生气
有剧本照这演,女,0,2020-04-26 21:22:45,0,恐惧/害怕
是谁曝光的[妙啊]必须严查[偷笑]，泄露机密啊,男,0,2020-04-26 20:07:06,0,愉快/幸福
不去现场考察的总统！,保密,0,2020-04-26 19:58:17,0,悲伤/痛苦
对应现实就是无脑黑子！跟它对喷降低格调还给它热度被它拖下烂泥塘。最好的应对是表面不理会，收集有效信息，等它舞得忘形了一巴掌拍过去打断它的高潮,女,0,2020-04-26 19:10:23,0,愤怒/生气
愤怒,保密,0,2020-04-26 17:29:51,0,愤怒/生气
对不起，我笑了,男,0,2020-04-26 17:04:02,0,愉快/幸福
就是送国民的人头来演中国？,男,0,2020-04-26 16:54:59,0,悲伤/痛苦
我深思，这国怎，定体问，气抖冷，满眼泪，地狱空，恶魔现，人间遍。原是美，那没事，就是他，灯塔国，灯下黑，生自由，死随机，说自由，实为利，说人权，实为权，黑他国，转注意，不检测，无感染，掩盗铃，到最后，报应来，求帮助，无人来，问原因，怕白狼，来反咬，终结果，自食果，问方法，不知道，再追问，光和热，实不行，消毒水，问依据，自恃才，才一天，又变脸，问缘由，是讽刺，再追问，不回答，不愧是，特没谱！[doge][doge][doge],男,0,2020-04-26 16:45:36,0,愤怒/生气
[doge]我们这里可以点外卖了，还能进小区了 你气不气,男,0,2020-04-26 15:26:57,0,悲伤/痛苦
美国也要加油鸭！,保密,0,2020-04-26 15:23:01,0,愉快/幸福
建国：你们国内就不能互通一下消息吗，我天天被你们的国内媒体骂，不干了，老子要回国[doge][doge],保密,0,2020-04-26 15:08:29,0,愤怒/生气
中国不必和无赖辩解。,男,0,2020-04-26 15:01:19,0,厌恶/讨厌
👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏻👴🏿👶,男,0,2020-04-26 14:11:42,1,羞耻
北 美 双 子,保密,2,2020-08-08 23:34:16,0,平静/冷静
做这个视频的真是人才啊,保密,2,2020-08-08 23:18:24,0,平静/冷静
"讨论疫情（X）
交流手风琴（√）",保密,2,2020-08-08 21:45:03,1,平静/冷静
这就是D4C吗？[热词系列_爱了爱了]艾特一下乔尼[鼓掌],保密,2,2020-08-08 21:36:14,0,愉快/幸福
"川普（里人格）：喜欢我吗？
川普（表人格）：最讨厌自己了。
川普（里人格）：要我帮你抗疫吗？
川普（表人格）：拜托了！另一个我！
川普（里人格）：是是是",保密,2,2020-08-08 18:31:53,0,愤怒/生气
精分现场,保密,2,2020-08-08 11:39:25,1,羞耻
"没人比我更懂懂王
懂中懂
王中王
双汇火腿肠[doge]",保密,2,2020-08-08 07:35:12,0,愉快/幸福
上联：套娃娃套娃娃套 下联：川普普川普普川 横批：他又tm懂了,保密,2,2020-08-08 01:19:14,0,愤怒/生气
看晕了[囧],保密,2,2020-08-07 23:12:17,0,平静/冷静
完美精分,保密,1,2020-09-04 17:49:03,1,平静/冷静
想起了复联四里美队打美队[喜极而泣],保密,1,2020-09-04 12:39:12,0,愉快/幸福
唐纳德•咕噜•川普[doge],男,1,2020-09-02 12:45:59,0,平静/冷静
吾心吾行浊如泥泞，所作所为皆是放屁！D4C！！！,保密,1,2020-08-29 23:19:16,0,愤怒/生气
你们这些死黑粉，特朗普推特8千万美粉丝 全球各国杂粉几亿网粉,保密,1,2020-08-26 16:02:14,0,厌恶/讨厌
以子之矛，攻子之盾，何如？[热词系列_知识增加],男,1,2020-08-26 09:43:34,0,悲伤/痛苦
谜语人.两川之争。,男,1,2020-08-24 17:09:45,0,羞耻
这个，，是自制吗,保密,1,2020-08-24 13:32:11,0,厌恶/讨厌
虎   符   咒,保密,1,2020-08-24 09:42:24,0,厌恶/讨厌
辩 证 否 定,保密,1,2020-08-23 23:26:25,0,平静/冷静
有可能真是两个，真实的特朗普被监禁，某些人利用基因改造工程复制出一个或者多个特朗普，细思极恐,男,1,2020-08-23 15:52:10,0,厌恶/讨厌
无  良  无  脑  妓  者,男,2,2017-05-23 13:51:57,0,厌恶/讨厌
第一個參觀以色列哭墻的美國總統←_←,保密,2,2017-05-23 13:32:08,0,厌恶/讨厌
谢三哥，我这辈子就没说过谢字´_>`,保密,2,2017-05-23 13:19:01,0,愤怒/生气
好老的笑话( ´_ゝ｀),男,2,2017-05-23 13:16:59,0,悲伤/痛苦
光鬼畜我就见了七八回,保密,1,2017-05-28 20:13:55,0,平静/冷静
提托的预言？,男,1,2017-05-24 11:11:52,0,好奇/兴趣
貌似川普说的没说过以色列这个词是指记者问的某一场会谈里是否说过，所以刷谢三哥的要么是开个玩笑，要么是没仔细看视频。,男,1,2017-05-24 00:55:40,0,愤怒/生气
特朗普这真的好可爱啊。。。,男,1,2017-05-23 23:20:28,1,愉快/幸福
你们什么理解能力!!人家说那场会议中没有提到!!感觉川普好苦，因为有很多像你们这样听半截话，然后说你就是这个意思。,保密,1,2017-05-23 21:47:14,0,厌恶/讨厌
紫衫龙王：谢三哥，我这辈子没说过一个谢字,男,1,2017-05-23 20:21:08,0,悲伤/痛苦
他这样我是不滋磁的,保密,1,2017-05-23 18:46:22,0,悲伤/痛苦
嗯，Trump大帝今日操劳了，头发白了不少（滑稽）????,女,1,2017-05-23 18:35:13,0,愤怒/生气
"谜语：特朗**老婆，打一个国家名。
答案：以色列。",保密,1,2017-05-23 18:25:40,0,恐惧/害怕
宣传报道出了偏差,男,1,2017-05-23 18:10:09,0,恐惧/害怕
中国的cctv，不知道比你们高到哪里去,男,1,2017-05-23 17:49:57,0,悲伤/痛苦
封面：川普：不存在的！,保密,1,2017-05-23 16:47:18,0,厌恶/讨厌
川普：我不是！我没有！,保密,1,2017-05-23 16:30:11,0,愤怒/生气
特郎普大宝宝 巨婴,保密,1,2017-05-23 14:31:59,1,愉快/幸福
他只提了伊朗吧～,男,1,2017-05-23 14:11:24,0,平静/冷静
又怼媒体  一天不怼就难受！,男,1,2017-05-23 13:28:49,0,愤怒/生气
海陆空,保密,1,2017-03-03 17:24:20,1,羞耻
我们现在已经三搜航母了！丝毫不怕美国！,保密,1,2023-11-18 22:16:05,0,悲伤/痛苦
稀宗时代考古,保密,1,2022-11-19 21:28:27,0,恐惧/害怕
24k纯金镶钻航母建造中,保密,0,2017-03-10 11:03:39,0,厌恶/讨厌
————＊＊♡＊＊【MAKE ICELAND GREAT AGAIN】＊＊♡＊＊————,保密,0,2017-03-10 06:20:17,0,愉快/幸福
扩军就扩军呗,男,0,2017-03-09 22:59:50,0,平静/冷静
ooooo,男,0,2017-03-05 09:57:12,0,羞耻
还有钱吗？,男,0,2017-03-04 23:05:53,0,惊讶/震惊
然而中国军费涨幅就去年又降低了。。,女,0,2017-03-04 22:26:57,0,恐惧/害怕
你来一艘航母。我来**东风快递。看谁干的过谁(￣3￣),男,0,2017-03-04 18:25:14,0,悲伤/痛苦
世上英语最ez的president,保密,0,2017-03-04 15:56:26,0,平静/冷静
破床专用手势,保密,0,2017-03-04 14:51:46,0,平静/冷静
（￣▽￣）,男,0,2017-03-04 03:35:55,0,平静/冷静
说的好，国会老爷你们怎么看？,男,0,2017-03-03 22:05:45,0,愉快/幸福
莫名想笑,保密,0,2017-03-03 21:55:50,0,愉快/幸福
加军费？国会老爷愿意吗？,女,0,2017-03-03 21:43:21,0,惊讶/震惊
给钱我们就支持你2333，幸好咱不至于这样子,男,0,2017-03-03 21:43:20,0,厌恶/讨厌
美国要是变的正常起来了，那对我国简直是灾难性的，因为它再次成为强有力的竞争对手了,男,0,2017-03-03 20:48:13,0,悲伤/痛苦
感觉后面的小伙子都目光呆滞了，哈哈,男,0,2017-03-03 20:41:54,0,平静/冷静
这颜色，这体型，感觉看到了一个会说话的粽子。。。（0▽0）,保密,0,2017-03-03 19:20:06,0,平静/冷静
我不哭，因为我是中国人。我不笑，因为我还是个人！,保密,79,2020-04-19 16:04:06,0,厌恶/讨厌
"建国同志是在比死亡率？

“率”？[笑][笑][支持]",保密,61,2020-04-19 16:19:12,0,悲伤/痛苦
川普：只要感染人数足够多，死亡率就上不去[doge],保密,52,2020-04-19 16:25:13,0,厌恶/讨厌
川普说的是人均（per capita）死亡数，是这么算的：西班牙人口46M，死亡20K，人均死亡数1/2300；美国人口330M，死亡39K，人均死亡数1/8460。美国NB[打call],男,47,2020-04-19 16:21:42,1,悲伤/痛苦
他是怎么做到睁眼说瞎话脸不红心不跳的，老实说我想学习学习这个功能～,男,45,2020-04-19 17:48:24,1,愤怒/生气
只要分母够大，死亡率就会很低？[热词系列_知识增加],保密,37,2020-04-19 16:14:19,0,悲伤/痛苦
他们不是数字，是一条条活生生的生命。对于川普大统领的表态，我们只能表示：定体问，气抖冷。,保密,29,2020-04-19 16:22:48,0,厌恶/讨厌
那你可真是个小机灵鬼。,保密,28,2020-04-19 16:00:53,0,恐惧/害怕
我们看到了种种成绩提升的迹象，我的考试成绩已经差到头了，这次考试难度高，范围大，我的复习产生了非常好的效果，比许多小朋友考的都要好！甚至是隔壁小明！我觉得我和小明一样好，我考得更好！我的成绩远远高于那些考十几二十分的！除了隔壁小明，我比小红，小强，小刚，李华，韩梅梅，丹尼都好！小马的成绩才是我的四分之一！所以你不能说我考三十来分就要挨打！你问为啥人家就能考一百分？什么？！你咋就不看还有比我更差的呢？！！！有！比！我！还！差！的！！！,男,24,2020-04-19 16:04:46,0,愉快/幸福
要不是有这么多确诊，死亡率，怎么可能西欧国家低[囧],保密,23,2020-04-19 15:59:07,0,厌恶/讨厌
过两天就说治愈人数超过我们了,男,21,2020-04-19 19:20:46,0,悲伤/痛苦
请投娱乐区,男,20,2020-04-19 16:19:41,0,恐惧/害怕
"🙌没有人
👐比我
👌更懂
☝死亡率",男,19,2020-04-19 16:07:37,0,恐惧/害怕
毕竟确诊最高,保密,19,2020-04-19 16:00:53,0,平静/冷静
特朗普：如果没有我，美国可能就会死5亿人，是我让死亡人数大大减少,保密,17,2020-04-19 15:53:58,0,厌恶/讨厌
"特朗普：确诊病例超73万，累计死亡超过3.8万例，美国疫情已经越过高峰，我们采取的防疫措施出现了非常好的效果[墨镜]，美国的死亡率比西欧低多了[傲娇]，开除福奇，解放美国[喜欢]
美国复工符合世界对美国的期望[OK]。
美国复工符合美国企业家的期望[打call]。
美国复工符合美国人民的期望[鼓掌]。
那么，美国复工是顺天应人的[星星眼]。
M A G A[惊喜]!
坚决服从懂王同志的指示[滑稽]!",保密,16,2020-04-19 16:03:43,1,悲伤/痛苦
问你菜炒得糊不糊，你说你盐下得少。[微笑][微笑][微笑],男,12,2020-04-19 17:18:25,0,厌恶/讨厌
欧美比烂大赛[疑惑][疑惑],男,11,2020-04-19 19:34:24,0,羞耻
我在这枯燥的网课生活中，竟然以川普同志为乐，谢谢你了，你为我们做出了贡献[妙啊][doge],保密,11,2020-04-19 16:22:53,0,愉快/幸福
"只要我们感染人数够多
我们的死亡率就会越低
我悟了",男,11,2020-04-19 16:12:48,0,厌恶/讨厌
说实话我以前也是觉得美国各种好。。。但从我翻墙暗中观察后，真的觉得美国也就那个样吧，没有好到哪里去（当然肯定也不会太差，毕竟还是火车头呢）。。。美利坚人民总是蜜汁自信2333 然而我只想说“NOTHING IS GONNA LAST FOREVE.”,女,15,2017-09-03 17:12:28,0,厌恶/讨厌
看见我国的平均智商水准，就知道推行所谓的兹油冥煮绝对害死这个国家,保密,14,2017-02-09 22:10:49,0,厌恶/讨厌
一个人天天嚷嚷要弄死你，实际上弄死你的可能性小。突然有一天他啥都不说了你要警惕他是不是在磨刀了。,保密,10,2017-01-25 11:07:44,0,愤怒/生气
"其实很懂美分**的套路都很简单，比如今天看到一个大力赞扬外国人“契约精神”的文章，顺便还说中国人没有契约精神云云，真是叫人笑掉大牙了，苏德二战前期还说互不侵犯咧~
然而就这么明显的**文都还有人信，有人发，怎么说呢，不能说全部，但是很多网民的受教育程度和辨识能力，真的是堪忧......",保密,13,2017-01-24 23:58:49,0,愤怒/生气
是时候把科技区改名为政治区了(;¬_¬),保密,10,2017-01-24 22:23:58,0,希望/期待
B站把我的评论删了。我现在明白了，我也沉默了。,保密,10,2017-01-24 17:34:42,0,愤怒/生气
"有现象是：
1.视频【外国好】，评论【中国差】
2.视频【外国差】，评论【中国更差】
3.视频【中国好】，评论【中国其他差】
4.视频【中国差】，评论【中国完蛋了】
另外，不是每个会汉字的都是【真】中国人（随手复制）",男,10,2017-01-24 10:05:59,0,厌恶/讨厌
(笑)吹国外医疗制度的请先出国。嘴炮真是max。,男,10,2017-01-24 02:58:08,0,愤怒/生气
"选举人团制度就是说:
有a州和b州，有候选人甲和乙
a州有选举人团票70张，b州有40张。

a州人口500w，249w选甲，251w选乙，
乙便获得选举人团票70张。

b州人口100w，99w选甲，1w选乙。
甲便获得选举人团票40张。

如此一来，甲获得选民票虽然比乙多，但选举人团票却比乙少。

最后是乙当总统。",保密,10,2017-01-23 09:28:47,0,希望/期待
收工了 收工了 美分党的到这拿赏 看来大家工作都很顺利嘛 继续努力 美分这里***,男,16,2017-01-23 08:40:46,1,愉快/幸福
团团这么努力竟然只是3级帐号，破站药丸,保密,16,2017-01-23 01:32:54,0,厌恶/讨厌
我国政府多次声明世界上只有一个中国，美国为什么就是不明白呢。总有一天要收了这个妖孽[蛆音娘_滑稽],保密,17,2017-01-22 17:02:23,0,厌恶/讨厌
可以，这很灯塔~~~~~~~~~哈哈哈哈哈哈哈哈哈哈，**估计又是视而不见，继续吹捧美爹忽悠平头老百姓~~~~[那兔_奈我何],保密,10,2017-01-22 12:53:31,0,悲伤/痛苦
感觉中国官方现在说话越来越硬气了，相比提前。。。我只能说，爽啊,男,13,2017-01-23 01:03:24,0,愤怒/生气
b站管理员好像不喜欢共青团这类的党媒，，，，，老是删啥评论啊，，，,男,12,2017-01-22 21:05:10,0,厌恶/讨厌
民主才能让有钱有权的更好世袭，选举拼的就是财脉和人脉。***的政客也都是世代作官的。所以中国人早就提出王候将相宁有种乎的口号，反对世袭，相比中国人，西方人奴性更重，反而中国人更具反抗精神，老美鼓吹“自由”，支持人手一枪，更好的分化底层社会，让他们各自为战，拧不成一鼓绳，人人都为“自由”随时可能干自已老乡一枪，鼓吹“民主”，利用钱脉人脉牢牢的掌握住选票，选出财团代理人，不想说体制谁好，谁坏，总之衣服要穿合身的，不能看别人把內裤穿外面是超人是英雄，你也把內裤穿外面当时尚。民主民主说白了就是有钱人作主。,男,13,2017-01-24 23:43:09,0,愤怒/生气
夸美国的视频够多了，军事看着图个爽。其他的看了又不想移民，还看了白看。还不如多出些这种吐槽类的，至少让我笑了笑,男,13,2017-01-24 23:49:11,0,悲伤/痛苦
任它乱吧，我们安静地赚小钱钱????,保密,9,2017-01-23 12:10:02,0,愤怒/生气
(･∀･)震惊，某大国不管穷人死活，铺张浪费68亿美元搞真人秀2333,男,9,2017-01-23 11:25:35,0,愤怒/生气
"四年四年又四年,白发如丝生鬓间,
心魂一缕牵华夏,为国甘驻美利坚,
白头鹰徽悬身后,镰锤默然藏心间,
常怀故国苍生望,愿埋忠骨白宫前。",男,9,2017-01-23 11:15:23,0,希望/期待
朱重八，原来是你呀[doge],保密,5,2023-08-25 10:20:50,0,愉快/幸福
懂王，制止小日本就靠你了，岸田狗是跟窜稀登穿一条裤子啦[大哭][大哭][大哭],保密,5,2023-08-25 10:11:18,0,悲伤/痛苦
他也太壮了[吃瓜],男,5,2023-08-25 09:53:03,0,悲伤/痛苦
行了，这把稳了。,保密,5,2023-08-25 09:49:52,0,恐惧/害怕
美国最悲伤的一天因该是川皇下岗那天[doge],保密,5,2023-08-25 09:48:25,0,恐惧/害怕
红领巾真好看,保密,5,2023-08-25 09:30:21,1,愉快/幸福
2023-08-24 ： 全地球生物 前所未有的悲伤一天,男,4,2023-08-26 02:00:09,0,悲伤/痛苦
进监狱感觉像回家一样，我一年回家，圣诞节晚上我都不回去，就平时家里出点事，我就回去看看这样子。在监狱里面的感觉，比家里面感觉好多了！在家里面一个人很无聊，都没有朋友，女朋友玩 ，进了里面去个个都是人才，说话又好听，我超喜欢在里面。”,保密,4,2023-08-25 13:24:07,0,愤怒/生气
龙场悟道,保密,4,2023-08-25 09:41:13,1,恐惧/害怕
当前背景下，特朗普可能是很多人心目中恢复世界和平的唯一希望。,保密,3,2023-08-27 14:20:28,1,平静/冷静
暂时=20分钟[喜极而泣],男,3,2023-08-25 18:30:43,0,平静/冷静
王姐归来[给心心],男,3,2023-08-25 10:03:38,1,愉快/幸福
入狱练习演讲[doge],保密,3,2023-08-25 09:33:28,1,羞耻
这大头照不是揪吉儿嘛,保密,2,2023-08-26 13:53:40,0,平静/冷静
MJ守护者你，无谓前行[拥抱],男,2,2023-08-26 09:25:31,0,厌恶/讨厌
一个老人尚且如此努力为了国家甚至不惜龙场悟道，我也不能那么丧[胜利][胜利],女,2,2023-08-25 17:58:53,0,愤怒/生气
@麻薯波比呀 哥，有大活整了，听说懂王回归推（X）了[OK],保密,2,2023-08-25 14:20:53,1,恐惧/害怕
这张大头照很像丘吉尔那张著名照片啊，对着镜头怒目而视,男,2,2023-08-25 14:02:16,1,平静/冷静
标题中对川普原话的翻译错了吧，并不是“前所未有”因为原话是“this（that？） should never happen”,男,2,2023-08-25 13:54:40,0,厌恶/讨厌
"大家可以去波士顿圆脸那里看看这次的案件分析，建国同志被告了1150万页，厚达1.19公里的文件，简直是给我乐开了花[脱单doge]
https://b23.tv/BV1Hh4y1D72f",保密,2,2023-08-25 13:52:29,0,愉快/幸福
