评论内容,性别,点赞数量,回复时间,tags,emotions
"关于开学的问题，以下仅代表个人看法：
学校的人口密集程度太高了，只要有一个无症状感染者就足矣使整个学校感染。学生的免疫力又不是最强的，绝大多数的学生都是家中的宝贝，父母几乎不会对孩子设防，所以基本学生一感染一个家都会感染，更何况父母还要上班。一旦感染，感染人数几乎是以几何倍数的增长。所以我认为在疫苗没有大规模到所有人都注射以前是不应该开学的，更何况我们的空中课堂是一个十分有成效的教学手段（我也是学生，也知道钉钉统治的恐惧，知道空中课堂效率不够高，但是为了那么多可爱的人的努力不要白费，还希望大家一起坚守这道防线）",男,10,2020-04-04 15:57:33,0,愤怒/生气
虽然很讨厌一些外国政府，但还是希望都能渡过难关吧[保佑],保密,25,2020-04-04 15:47:52,1,平静/冷静
"己亥末，庚子春，荆楚大疫，染者数万，众惶恐，举国防，皆闭户，街无车舟，万巷空寂。然外狼亦动，垂涎而候。幸龙魂不死，风雨而立。医无私，警无畏，万民同心。月余，终胜 ，疫除 。
四月四，以此纪念逝去的人们。（复制）",保密,26,2020-04-04 14:50:01,0,恐惧/害怕
不是说不搞娱乐活动吗？,保密,21,2020-04-04 13:31:54,0,厌恶/讨厌
致敬烈士，顺便特没谱真有你的，老川剧了,男,17,2020-04-04 13:12:46,0,悲伤/痛苦
致敬！,保密,7,2020-04-04 13:00:04,0,悲伤/痛苦
团团打字带空格，爷的青春结束了,男,20,2020-04-04 12:35:01,0,愉快/幸福
致敬烈士,保密,7,2020-04-04 12:28:54,0,恐惧/害怕
致敬英雄,保密,7,2020-04-04 12:28:10,1,悲伤/痛苦
说实话特朗普真幽默,男,7,2020-04-04 12:23:27,1,愉快/幸福
致敬英雄，共悼逝者,保密,7,2020-04-04 12:19:28,1,平静/冷静
早在零几年的时候，H1N1病毒在美国爆发，为什么没有人将H1N1病毒称为美国病毒？为什么？川普一次又一次可笑的言论无非为了掩饰他的心虚，一开始说是奥巴马导致国家口罩储备不足，之后又将矛头转向中国，殊不知中国为世界抗议做出了多大的奉献？？？而美国呢？停止向加拿大提供援助，疫情已经全面爆发的美国，总统却仍然还在推卸的责任。。。虽然我今年只有14岁，但是我已经深深地体会到我国社会制度的优越，我爱中国,男,15,2020-04-14 20:59:41,0,愤怒/生气
有的人表面上虽是总统，但背地里却是一名优秀的演员[热词系列_不愧是你],保密,6,2020-04-15 23:41:27,0,悲伤/痛苦
缅怀先烈，致敬逆行者。,保密,6,2020-04-04 12:21:48,1,愉快/幸福
致敬烈士，他（她）们都是英雄,女,17,2020-04-04 12:16:09,0,平静/冷静
致敬[口罩][加油武汉][奋斗][支持][保佑],女,14,2020-04-04 12:18:38,1,愉快/幸福
BV1RP4y1g7XC,保密,0,2024-12-13 18:47:22,1,羞耻
🇺🇸正招 是 加拿大 墨西哥 工业特区建设  这是最稳的  不会引起 世界各方大规模反对的方法， 加拿大和墨西哥 北美 制造业工业特区人类联邦认可的,保密,0,2024-12-13 06:33:40,0,厌恶/讨厌
@哈耶克的大手,保密,0,2024-12-18 09:50:14,0,平静/冷静
特朗普上台会停止海外的战争吗,保密,0,2024-12-10 03:37:38,0,平静/冷静
建立价值投资，中国非遗作品就很有价值,保密,0,2024-11-23 23:12:55,1,愉快/幸福
特朗猪上台美国人估计吃饭都困难[阴险],男,0,2024-11-25 07:02:37,0,厌恶/讨厌
美国折合人民币9.64元92号,保密,1,2024-11-16 16:44:21,0,平静/冷静
让钱流动起来经济才会好，都握着钱不花还怎么让钱流动,保密,1,2024-11-16 13:38:49,0,愉快/幸福
通胀意味着货物少，几种办法，一种加大生产，第二种减少货币,男,0,2024-11-13 21:40:14,0,厌恶/讨厌
他们的油好便宜啊,男,0,2024-11-11 16:07:38,0,平静/冷静
问题来了，降税把企业留在国内，那高昂的人工成本又要怎么解决，企业如果经过计算发现在国内生产，因为人工成本抵消了降税带来的利润，那怎么会希望留在国内[QUIN和他的朋友们表情包_剩饭帽]如果想用到那些廉价劳动力（非法移民），那你又要把非法移民驱逐出去，感觉就很自相矛盾,保密,0,2024-11-11 08:17:38,0,愤怒/生气
一马车的钱,男,0,2024-11-11 07:52:16,0,厌恶/讨厌
你个川普懂个屁的美国，俺家狗子都说了，一美元炸鸡，刷盘三月入住大豪斯[doge],保密,0,2024-11-11 00:52:40,0,悲伤/痛苦
特朗普是美国人吗？我看视频不都是一美元大炸鸡吃饱？搞什么？,保密,0,2024-11-10 21:26:30,0,愤怒/生气
这数据是特兰普任上的吧，哪有6%利率20的利率都不一定拿得到,男,0,2024-11-12 16:24:23,0,厌恶/讨厌
不是美国人民随便一月5000美元么！那这鸡蛋，汽油按工资比例也不贵啊！[吃瓜],保密,0,2024-11-11 11:47:59,0,愤怒/生气
要是有五元的汽油用得出多少个赖*星啊！,保密,0,2024-11-11 00:33:12,0,厌恶/讨厌
老登要加关税了，我们在减关税，时间会证明，哪条路是正确的,男,0,2024-11-10 22:57:25,0,悲伤/痛苦
嫌8美元的鸡蛋贵为什么不去吃1美元的炸鸡[doge],男,0,2024-11-10 21:49:14,0,厌恶/讨厌
美国没有养鸡场吗,保密,0,2024-11-10 21:46:35,0,厌恶/讨厌
高筑墙，广积粮，缓称王，这是我们先辈的智慧,男,29,2024-02-02 18:11:43,0,悲伤/痛苦
特朗普：如果中国算发展中  国家，那美国也是发展  中国  家[doge],保密,78,2020-06-11 11:42:38,1,平静/冷静
"特朗普：如果中国算发展中国家，那美国也是发展中国家
北京周报",女,45,2020-06-11 10:16:29,1,平静/冷静
中国都没吃过战争红利，怎么可能是发达国家[抠鼻],保密,93,2020-06-13 00:01:35,0,厌恶/讨厌
他看到的只是中国上海 北京 深圳 广州这样发达的城市 其余的城市还是发展中城市 所以 我们的结构是几个发达城市和一大堆发展中城市组成的……留学生口中的美国大农村 此农村非彼农村 ～什么时候我国的农村赶上美国大农村那就承认进入发达国家行列,保密,26,2020-06-20 10:20:27,1,平静/冷静
特朗普其实很聪明，他比小布什聪明，小布什以前劝中国人不要捂着钱袋子，要注重消费，中国真就这么做了，效果甚好。而特朗普知道围堵中国的根基，唯一就是他太急功近利，可能感觉自己只能做4年，要把对付中国的牌一下子打完，这疯老头。现在的拜登，我看更是阴险得很，中国要注意他。我们要继续加油，发展经济。,保密,63,2021-02-01 21:25:42,1,厌恶/讨厌
？？ 你们送外卖都有2000 3000 还发展中啊 川普,保密,22,2024-01-25 20:53:01,0,恐惧/害怕
为什么到处都在玩梗，一看这个对话就知道。特朗普这么说是不想让中国以发展中国家的身份在国际贸易中赚取好处。发展中国家和发达国家发展程度不一样，所以在国际上发达国家要承担更多责任。,保密,62,2022-01-31 17:59:44,0,愤怒/生气
不要被川普忽悠了，中国城市人口只占一半，离发达国家差得远,男,62,2020-06-14 02:25:58,0,厌恶/讨厌
中国是贫困国家！一般人4个月才能买个最新款苹果手机。而美国一个月就能买一部！,男,24,2020-06-13 02:36:39,0,愤怒/生气
美国不就是想贪发展中国家的优惠么 恶心，美国鬼子总是自我中心，颇有天朝上国的感觉奥，在世界上到处为非作歹，迟早玩儿完,保密,24,2020-06-12 12:03:57,0,厌恶/讨厌
特朗普·川普：企业家、政治家、发展中国家。,女,62,2020-06-12 09:18:21,0,恐惧/害怕
不会真有人认为川普在夸中国吧,保密,19,2022-08-16 12:24:06,0,平静/冷静
川普是想把中国“吹死”啊，我们要的是实实在在的“里子”而不是“面子”。,男,62,2020-06-13 13:30:51,0,愤怒/生气
美国人总统觉得中国不是发展中国家，公知觉得中国时刻都会崩溃，要不你们打一架吧,男,28,2020-06-12 23:37:15,0,愤怒/生气
很合理，美国人心中中国只有北上广深,保密,62,2022-05-20 18:02:47,1,平静/冷静
这差不多就是月入十万 还嫉妒别人吃低保的心态,女,77,2021-09-29 19:24:47,0,厌恶/讨厌
他故意的，为了让中国享受不到发展中国家的红利，我国现在还需要发展,保密,62,2020-08-25 16:56:40,1,平静/冷静
印度就是这样被忽悠瘸了,保密,18,2023-01-23 13:22:32,0,厌恶/讨厌
几个地区发达不代表整个国家，98%的地方都是在发展中,保密,18,2022-12-11 19:31:58,0,悲伤/痛苦
"啊？
中山美穗？啊？",保密,1,2024-12-25 14:01:54,0,好奇/兴趣
2025.一起加油[打call][打call],男,1,2024-12-24 14:07:51,0,悲伤/痛苦
3分35秒左右有一个跳帧,保密,1,2024-12-27 09:36:12,0,悲伤/痛苦
房地产暴跌的一年 没有我是不符的,保密,1,2024-12-28 19:58:30,0,厌恶/讨厌
不好意思，我的2024热词是胖猫，刘雯，油罐车，添加剂，食堂，良品铺子，胖东来,保密,1,2024-12-25 23:58:42,0,平静/冷静
@青蜂侠-Bee up大大我想用一下视频的部分词条做一个2024剧终的视频可以嘛[哭哭],保密,0,2024-12-31 22:50:45,1,羞耻
应该有last dance,保密,3,2024-12-20 21:39:28,1,愉快/幸福
居然没有国足,男,1,2024-12-23 22:31:00,0,平静/冷静
这一年，弹指一挥间，转瞬即逝！,保密,1,2024-12-25 15:22:35,0,愉快/幸福
前路不止，向心而行,女,1,2024-12-23 23:39:49,1,平静/冷静
2025,男,1,2024-12-24 06:32:44,1,恐惧/害怕
看哭了[大哭],女,1,2024-12-23 19:00:59,0,厌恶/讨厌
看到这条信息的朋友们，不管现在你们是什么时间，都祝你早上好，中午好，晚上好，对了，今天祝你中秋快乐，还有，你是最棒的，嘿嘿,保密,1,2025-01-01 00:34:48,1,愉快/幸福
怎么没有奶龙和唐,保密,1,2024-12-21 13:55:00,0,厌恶/讨厌
加油，陌生人,男,1,2024-12-20 22:27:58,1,平静/冷静
[doge][doge][doge],男,1,2024-12-22 22:38:46,0,愉快/幸福
有付航[喜欢],保密,1,2024-12-22 13:14:54,1,愉快/幸福
"个人感觉这一年真晦气😅
贵阳消防栓事件
邯郸三害
广西女水鬼淹死警察
在B站第一次开始遇到一击脱离的赛博生命
青岛路虎女打退役军人
山东某学校火灾逃生却被刷脸门禁机阻挡
珠海车祸
…",男,2,2024-12-29 18:45:19,0,悲伤/痛苦
[doge]房地产，医保？,保密,2,2024-12-20 13:15:33,0,厌恶/讨厌
"好好好
[奥特曼初升之光_夸我][奥特曼收藏集经典系列_变身]",男,1,2024-12-20 22:45:17,1,愉快/幸福
和拜登比，觉得特朗普有点可爱。哈哈,保密,32,2022-03-13 12:41:37,1,平静/冷静
马克龙深情眨眼[笑哭],女,70,2020-06-28 17:25:13,0,愉快/幸福
我记得特朗普和普京私下还是好朋友来着[笑哭],男,31,2022-02-28 09:44:43,1,愉快/幸福
我记得马克龙和特朗普握手时两个人相互比着用力拍照时马克龙手上都是被捏出来的红印哈哈哈哈哈,保密,69,2019-12-21 12:21:10,0,惊讶/震惊
bgm是LFZ的《popsicle》,保密,30,2020-03-08 11:05:13,0,平静/冷静
我莫名脑补了一个精英阶层排挤土豪的悲伤故事。。,保密,69,2021-05-10 02:13:22,0,恐惧/害怕
没发现他们都很开心吗🤣🤣🤣🤣,女,28,2022-02-26 17:45:08,1,愉快/幸福
假如特朗普如果入驻b站，会有多少人关注？,男,69,2020-06-07 20:06:19,1,希望/期待
默克尔和普京形象一点说有点像相爱相杀哈哈哈,保密,26,2020-02-16 05:42:42,0,愉快/幸福
破壁人特朗普，美利坚现任总统，各国领导人表情管理破坏者。,保密,69,2020-02-20 16:55:44,0,愉快/幸福
等一下，这是央视网？？!,保密,30,2022-07-18 14:57:43,0,悲伤/痛苦
"特朗普对安倍笑着说：“傻儿子”

安倍：”呼（呼了一口气），我以为又要支付赡养费了“",保密,68,2020-05-26 21:19:01,0,愤怒/生气
看把这位德国老阿姨吓得。,保密,23,2020-09-24 10:40:31,0,恐惧/害怕
慢慢的透露着对傻子的爱怜,保密,68,2019-08-30 09:37:59,0,恐惧/害怕
不得不说，川普还是总统的时候挺好玩的,男,23,2022-03-01 17:33:56,1,平静/冷静
普京大帝：我受过专业训练，无论多好笑，我都不会笑，除非忍不住[呲牙],保密,68,2020-03-25 00:41:27,0,愤怒/生气
我想看点不一样的（,保密,20,2020-02-09 18:24:45,0,恐惧/害怕
怀念川宝，比拜登有意思多了,保密,68,2022-01-18 21:31:15,0,平静/冷静
哎，有川普的时候新闻多么好看,男,19,2022-07-06 11:40:32,1,愉快/幸福
哦，晋三[妙啊],保密,68,2022-07-09 17:59:31,1,悲伤/痛苦
让你模仿没让你超越[热词系列_你可真星],男,31002,2022-03-14 14:41:49,0,愤怒/生气
川宝我的川宝，你看他还在坚持斗争[doge][虎年],保密,11200,2022-03-14 14:50:25,0,愉快/幸福
自家团团也开始整活了,女,14640,2022-03-14 14:41:35,0,惊讶/震惊
有的喜剧演员当了总统，有的总统却当了喜剧演员[doge],男,8662,2022-03-15 11:57:00,0,悲伤/痛苦
拜登（握紧小拳拳）：大的要来了,保密,6458,2022-03-14 18:56:04,1,悲伤/痛苦
拜登：不放松括约肌，你永远学不到爷的精髓[囧],保密,4516,2022-03-17 08:27:31,0,厌恶/讨厌
拜登：小心我给你来个大的[嗑瓜子][嗑瓜子][嗑瓜子],男,1641,2022-03-14 15:26:04,0,希望/期待
没人比我更懂拜登[响指],男,813,2022-03-14 14:42:56,0,平静/冷静
我是美国人我也投他,保密,713,2022-03-14 22:29:11,0,悲伤/痛苦
还等着排遗呢，川宝你到底懂不懂啊[doge],女,308,2022-03-14 14:50:15,0,恐惧/害怕
模仿不像，没有来大[妙啊],保密,157,2022-03-25 12:07:59,1,平静/冷静
真窜稀是学不出来的[doge],男,133,2022-03-14 15:37:53,0,厌恶/讨厌
普普也太可爱了哈哈哈哈哈哈哈,保密,120,2022-04-19 19:17:49,0,愉快/幸福
川普没去好莱坞真是太可惜了,保密,79,2022-03-16 22:54:12,0,悲伤/痛苦
太损了，我喜欢[doge][doge][滑稽],男,75,2022-03-14 21:03:25,0,悲伤/痛苦
只有拜登受伤的世界完成了[doge],保密,27,2022-04-18 21:12:34,0,悲伤/痛苦
为我在学校无聊的隔离生活添了一笔笑料[热词系列_好耶],男,23,2022-03-16 20:16:42,1,愉快/幸福
支持川宝！,男,19,2022-03-17 10:15:07,0,惊讶/震惊
啊这[热词系列_知识增加],保密,9,2022-03-14 14:39:23,1,平静/冷静
"[tv_大哭]全人类的流量之王又回来了
make internet great again[热词系列_芜湖起飞]",女,185,2022-03-14 20:35:32,0,悲伤/痛苦
感觉好惨,男,33,2021-02-21 23:06:28,0,悲伤/痛苦
如果是肉毒素中毒导致呼吸停止时间过长的脑死亡，是不是失手给搞死了……注射太多了/对肉毒素过敏确实会发生这种情况，之前有人用肉毒素整容也出过事儿,女,102,2024-04-13 07:32:05,0,厌恶/讨厌
眼中光,保密,33,2023-02-02 23:11:21,0,平静/冷静
如果他老爸不是福布斯上的人物，可能也不会这样。地位高了，价值就高了。,保密,71,2024-04-11 09:07:00,0,厌恶/讨厌
到🇰🇵旅游三天，看同伴被拿下治好了我的精神内耗,保密,218,2022-08-02 00:29:37,0,悲伤/痛苦
🇰🇵拥有核武器恐怕是全球人都害怕的,保密,154,2024-04-11 10:29:48,0,厌恶/讨厌
B战牛逼,保密,25,2020-10-29 13:20:37,0,好奇/兴趣
评论区好吓人,男,75,2021-08-28 05:07:40,0,厌恶/讨厌
好惨,男,20,2021-07-19 01:24:15,0,厌恶/讨厌
应该是被当成间谍了…然后动用了逼供手段,男,67,2022-12-23 11:05:55,0,厌恶/讨厌
评论,保密,21,2020-08-22 15:31:14,0,恐惧/害怕
好恐怖啊[tv_抓狂],女,53,2024-04-11 10:27:22,0,悲伤/痛苦
这个人还去过古巴，指不定也手贱什么，没被发现过,男,46,2022-08-17 21:33:25,0,悲伤/痛苦
感觉仅从视频描述来看这哥们应该并没有什么问题吧，如果真是间谍或者只是怀疑，朝鲜应该就直接说了，还能损一下美国，既然不是间谍啥的，搞不明白为啥要这么弄，这么一搞，来旅游的不就少很多了，感觉他这个旅游业务是想搞又不想搞…搞不明白,男,69,2023-10-03 17:13:17,0,厌恶/讨厌
手术成功，患者死亡,保密,50,2023-03-03 23:41:10,0,平静/冷静
假的！美国为了救人会直接开航母飞过去的[生气],保密,49,2022-07-29 18:47:32,0,悲伤/痛苦
新闻对民智影响很大，特别是小孩,保密,109,2022-05-08 06:21:41,1,平静/冷静
现代文明的糟粕,男,218,2022-12-31 13:28:29,0,厌恶/讨厌
最后，美国的灯塔还是让朝鲜付出了代价,男,55,2022-07-20 07:57:27,1,悲伤/痛苦
可怕,保密,10,2023-09-12 06:46:03,0,厌恶/讨厌
建国满怀期待的结束了这次任务，没想到又派了一个新任务。。？？,男,12,2020-11-04 00:24:15,0,愤怒/生气
这个演员好像特朗普，可以当替身了[doge],保密,12,2020-11-04 00:04:01,0,愉快/幸福
"8：30 无知的走秀商人正在走向他的灭亡

9：30 肮脏的男权主义沙龙分子即将丢掉德州

10：30 川普似乎拿下了佛罗里达

11：30 特朗普先生在俄亥俄和北卡大获全胜

12：30 尊贵的斗士在宾州和五大湖区所向披靡

13：30 伟大的神皇即将降临他忠诚的白宫

15：30 正直的爱国者在摇摆州遇到了不值一提的抵抗

17：30 唐纳德先生不幸失去了威斯康星

19：30 懂王似乎要丢掉所有的摇摆州

21：30 龌龊的漂白剂服用者正在被推下神坛

23：30 令人作呕的种族主义者将被抛进历史的垃圾堆",男,11,2020-11-08 09:31:51,0,厌恶/讨厌
笑死我了[热词系列_好家伙][热词系列_知识增加][热词系列_爱了爱了],保密,10,2020-11-03 20:43:36,0,愉快/幸福
果然现在川宝已经被两国竞争了么[妙啊]都说是本国人…优秀人才的魅力[doge],女,9,2021-07-19 20:33:53,0,愤怒/生气
这是在调侃苏联解体后戈尔巴乔夫一直在西方世界上各种节目赚钱。,保密,9,2020-11-09 18:53:34,1,惊讶/震惊
中俄人民的默契啊哈哈哈哈[喜极而泣],女,8,2020-11-12 00:02:17,1,愉快/幸福
我赢定了，我要把特朗普放进监狱里,保密,8,2020-11-05 07:01:44,0,厌恶/讨厌
我cctv请不动你么[doge]来三台做主持人,男,8,2020-11-05 00:44:28,0,平静/冷静
等等，特朗普本来长什么样子来着[doge],男,8,2020-11-03 18:18:14,0,悲伤/痛苦
有内味了哈哈哈哈哈,保密,8,2020-11-03 18:18:58,0,愉快/幸福
[热词系列_好家伙]，去年看和现在看两个感觉[笑哭][笑哭],保密,7,2021-01-16 13:15:56,1,愉快/幸福
众所周知，视频不能PS，所以是真的[吃瓜],保密,7,2020-11-04 23:49:17,0,平静/冷静
卧槽 川建国不回国去俄罗斯干嘛,保密,7,2020-11-04 02:27:40,0,厌恶/讨厌
好家伙，竟然跟我们抢人[脱单doge],保密,6,2021-09-21 20:41:27,0,悲伤/痛苦
说实话他的能力有时候让我怀疑这个憨憨的外表只是装出来的[热词系列_知识增加],女,6,2021-07-17 09:28:51,0,厌恶/讨厌
不能说十分相似，只能说一模一样,保密,6,2021-01-10 11:33:14,0,愤怒/生气
这才叫看热闹不嫌事大,保密,6,2020-11-10 05:57:58,0,平静/冷静
入驻b站，岂不美哉？,保密,6,2020-11-04 23:25:34,0,恐惧/害怕
好家伙，手风琴都学会了,保密,6,2020-11-04 05:13:16,0,平静/冷静
说的没毛病啊[doge],保密,6,2024-09-23 12:14:05,0,厌恶/讨厌
要想健康又长寿，抽烟喝酒吃肥肉，多和异性交朋友,保密,24,2024-09-23 22:49:18,0,羞耻
老特太损了[笑哭],保密,7,2024-09-23 11:33:30,0,羞耻
有没有可能川普吃的汉堡是私人厨师做的，用料都很健康呢...,保密,23,2024-09-23 17:04:17,1,悲伤/痛苦
汉堡到底有什么有害健康的？面包蔬菜肉这不都有了吗,保密,16,2024-11-12 14:13:36,0,厌恶/讨厌
人家有营养师的。我就不信他只吃 麦当劳的汉堡。家里厨师做的汉堡用草饲的牛肉用 gluten free的面包 在加点 生菜 然后在每天吃不同的沙拉  这饮食比地球上99%的人吃的健康的多了。喝点可乐还是无糖的又无所谓。主要他不抽烟 不喝酒  人家有打高尔夫还在锻炼而且生活规律。 怎么可能不健康？,保密,5,2024-11-12 12:55:50,0,厌恶/讨厌
喜欢吃啥就吃啥，健不健康大家都知道,男,5,2024-11-09 19:10:21,0,平静/冷静
快乐才是长寿的第一秘诀，这不吃那不吃只会减少快乐，反而折寿,男,13,2024-11-07 14:57:40,0,愉快/幸福
"这种看个别人没意义，就好比有人抽烟喝酒一辈子，照样长寿，纯粹是个体差异。
汉堡可乐作为美国人普及的快餐，这种饮食健康与否，看看美国人总体健康状况就对了。
事实表明，美国人普遍肥胖，各种病痛，严重依赖止痛药。很明显，这种状况，你不能说美国人民很健康。",男,13,2024-09-24 23:58:35,0,悲伤/痛苦
川普的汉堡可不是快餐店的汉堡，顶级的厨师食材营养师还有私人医生，普通人还是洗洗睡吧[吃瓜],男,5,2024-09-23 22:14:53,0,平静/冷静
这就转发给不让我吃汉堡可乐的人[脱单doge],女,5,2024-09-23 21:42:17,0,愤怒/生气
不是，我真感觉汉堡很健康啊，减肥的时候汉堡我都是当干净食物造的,保密,15,2024-09-23 21:25:22,1,愉快/幸福
面包，蔬菜，肉饼，……合在一起为哈就是垃圾食品,保密,12,2024-11-08 14:38:49,1,平静/冷静
正常情况下，人体会自我调节摄入的食物，如果你想吃肉吃油炸，那就吃，你的身体告诉你没有问题。,保密,6,2024-11-07 09:24:03,0,愤怒/生气
其实食物单一的人 寿命都比较长，那种什么都吃 一身怪病。,保密,6,2024-09-23 14:20:03,0,恐惧/害怕
你吃的汉堡和他吃的汉堡是一样的吗？,保密,14,2024-11-13 15:55:34,0,悲伤/痛苦
没那个优质基因，健康饮食一辈子照样也活不过人家,保密,11,2024-11-09 21:16:44,0,厌恶/讨厌
汉堡只要别瞎逼选酱，实际上很健康。,保密,4,2024-11-10 17:47:18,1,愉快/幸福
含糖可乐肯定不健康，汉堡不加科技狠活何来不健康一说，别吃炸鸡汉堡吃牛肉的就好,保密,4,2024-11-07 21:56:15,0,厌恶/讨厌
可乐按钮速速装回白宫,保密,4,2024-11-07 14:20:16,0,惊讶/震惊
这种情况还是别玩梗了吧…,男,44,2020-05-14 14:40:35,0,厌恶/讨厌
"死亡倒计时
但是买了名刀",保密,70,2024-07-15 11:25:07,1,平静/冷静
"在这颗地球上

致地球上的生命

生死面前，皆是小事

自助者天助之

现在，此刻，地球上，每一个活着的生命。。

自然要积极的活着啊。。

凡活一生命，如活全世界！

加油，地球！

#新闻联播##新冠肺炎#

#全球抗疫第一线#",男,40,2020-05-14 20:39:01,1,悲伤/痛苦
特朗普：你有我懂怎么治理？[doge],男,91,2020-05-14 14:41:28,0,愤怒/生气
怀着调侃的心进来，看完后真的笑不出来…,男,73,2020-05-14 21:53:12,0,希望/期待
从23年回来的，相较于老登，懂王甚至更好[笑哭],保密,29,2023-08-25 17:20:36,1,愉快/幸福
点心？哪有点心,保密,29,2022-11-17 14:35:50,1,羞耻
这真是一个糟糕的牌子。我不是针对任何人。只是这个恶心的牌子...,女,73,2020-05-14 21:57:58,0,厌恶/讨厌
见证历史！！！！特朗普遇刺但没死！！！！！,男,28,2024-07-14 23:57:04,0,愤怒/生气
2023年前来考古，现在反而拜登窜稀比特朗普严重的。,男,28,2023-03-14 22:47:27,0,恐惧/害怕
现在这块牌子还够长吗[抠鼻],男,65,2022-04-05 18:08:26,0,恐惧/害怕
考古,女,56,2024-07-14 16:25:19,0,羞耻
有没有别的时钟？,保密,27,2023-07-03 12:40:46,0,厌恶/讨厌
多少人点开了时间排序[doge],男,63,2024-07-15 00:18:07,0,悲伤/痛苦
将如闪电般归来,保密,26,2024-11-09 14:27:13,0,恐惧/害怕
给我我干哪来了？这还是2024年吗？,保密,55,2024-07-22 17:42:40,0,愤怒/生气
"关特朗普什么事
他还是个宝宝啊[滑稽]",保密,34,2020-05-14 14:41:02,0,恐惧/害怕
感谢妈妈把我生在中国，我爱祖国[爱心],保密,62,2020-05-15 01:55:29,1,愉快/幸福
今天来的，算是预言了[滑稽],男,25,2024-07-15 00:00:15,1,愉快/幸福
现在拜登当感觉怎么样？[滑稽],男,53,2022-03-28 11:37:51,0,愉快/幸福
共和党和民主党分国而治吧！,保密,4,2022-08-22 16:27:03,0,平静/冷静
两百年前有莱克星顿的枪声，那么佛罗里达州和得克萨斯州谁来做第一,男,4,2022-08-22 13:59:56,1,平静/冷静
真的吗？我不信[傲娇],保密,3,2022-08-22 20:02:12,0,愤怒/生气
总有人说这堪比好莱坞大片，笑死好莱坞他配吗？那些都是假的，这可是真的；精彩程度不比那大片强[吃瓜],保密,3,2022-08-22 19:10:12,0,愉快/幸福
然而我担心美国内战会拉全世界下水[辣眼睛],男,3,2022-08-22 15:12:45,0,恐惧/害怕
美国要崩溃了,男,3,2022-08-22 14:00:27,0,厌恶/讨厌
东西厂是吧？[吃瓜][吃瓜][吃瓜],男,2,2022-08-23 01:16:26,0,恐惧/害怕
果然在人类的历史上和平永远只能是一种奢望。,保密,2,2022-08-23 00:48:52,0,平静/冷静
Fight for Trump [打call][打call][打call][打call][打call],保密,2,2022-08-22 21:50:51,0,悲伤/痛苦
我直说了，这是什么电影预告片，看起来不错呦，请速速上映[doge][doge][doge],保密,2,2022-08-22 20:35:11,1,愉快/幸福
还好川宝有钱，不然就行h国总统一样了。,男,2,2022-08-22 19:10:28,0,平静/冷静
政治是一门妥协的艺术，如果川普突然离世或者退出大选，两党可能达成一定的合作。,保密,2,2022-08-22 16:34:28,0,恐惧/害怕
所以谁是美队，谁是钢铁侠,男,2,2022-08-22 15:51:58,0,厌恶/讨厌
起兵擒王，清君策,女,2,2022-08-22 14:30:56,0,厌恶/讨厌
想多了，会转移矛盾去打外战的。,保密,2,2022-08-22 14:21:23,0,恐惧/害怕
川皇快带领MAGA起义[doge],保密,2,2022-08-22 14:18:18,0,恐惧/害怕
等着新加州共和国的捷报[doge],男,2,2022-08-22 14:12:33,1,愉快/幸福
快打呀，割美切美[吃瓜][嗑瓜子],保密,2,2022-08-22 14:11:26,0,愉快/幸福
“风能进，雨能进，国王不能进”,男,2,2022-08-22 14:08:19,0,厌恶/讨厌
"密西西比波涛动，落基山脉乱云飞；
昏昏浊世吾独立，义愤燃烧热血涌。",保密,2,2022-08-22 14:07:48,0,悲伤/痛苦
还搞得我都想去现场了[抠鼻],保密,44,2021-06-27 12:30:32,0,悲伤/痛苦
没有你观察者网都活不下去了[笑哭],保密,36,2021-06-27 10:20:57,0,厌恶/讨厌
观察者网没有川宝少了很多粉啊[吃瓜],保密,35,2021-06-27 23:52:36,0,恐惧/害怕
想和川宝击剑🤺,保密,29,2021-06-27 10:48:52,0,平静/冷静
川宝，我的快乐又回来了[哈哈],保密,29,2021-06-27 10:15:58,1,愉快/幸福
床铺是CNN衣食父母啊，给CNN带了多少流量了，现在CNN都不行了,保密,26,2021-06-27 12:03:26,0,悲伤/痛苦
川川回来吧，老年痴呆看腻了，无聊死了[藏狐],保密,23,2021-07-09 15:43:33,0,悲伤/痛苦
这是收视保障啊,女,18,2021-06-27 10:14:07,1,羞耻
Where is CHINA?[傲娇],男,18,2021-06-27 10:14:24,0,悲伤/痛苦
8月，川普你一定要归来哦，大家看好你哦,男,15,2021-06-27 10:27:36,1,愉快/幸福
没有人比我更懂fake news👌🏻👌🏻,保密,12,2021-06-27 11:19:17,0,厌恶/讨厌
哈哈哈，看到川普就有好心情哦哦，太搞笑啦哦哦大爱呀呀,男,10,2021-06-27 14:23:04,1,悲伤/痛苦
我们想死你了,保密,10,2021-06-27 10:12:04,0,愤怒/生气
谁不喜欢活泼可爱又幽默风趣的高富帅[呲牙][给心心][喜欢]！,保密,9,2021-07-07 05:21:56,1,悲伤/痛苦
观察者的最大特色就是播川宝，现在我都把观网取关了[吃瓜]真没劲,男,9,2021-06-28 09:37:14,0,悲伤/痛苦
他依然还是过去那样，什么都懂[doge],男,9,2021-06-27 17:37:10,0,厌恶/讨厌
